framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,6144,64,4,128,1,float16,float16,0,14.087509155273438
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,6144,64,64,128,1,float16,float16,0,3.7007360458374023
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,6144,64,1,128,1,float16,float16,0,6.895957310994466
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,6144,64,8,128,1,float16,float16,0,14.20236841837565
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,6144,64,1,128,1,float16,float16,0,3.493376096089681
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,6144,64,2,128,1,float16,float16,0,6.930432001749675
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,6144,64,4,128,1,float16,float16,0,6.924458821614583
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,6144,64,8,128,1,float16,float16,0,7.009621302286784
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,6144,64,2,128,1,float16,float16,0,3.486207962036133
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,6144,64,4,128,1,float16,float16,0,3.463850657145182
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,6144,64,8,128,1,float16,float16,0,3.5172694524129233
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,4096,64,2,128,1,float16,float16,0,26.137771606445312
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,4096,64,64,128,1,float16,float16,0,27.756032307942707
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,4096,64,1,128,1,float16,float16,0,25.99560546875
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,4096,64,1,128,1,float16,float16,0,12.972544352213541
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,4096,64,64,128,1,float16,float16,0,13.894485473632812
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,4096,64,2,128,1,float16,float16,0,51.61284383138021
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,4096,64,1,128,1,float16,float16,0,51.35718282063802
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,4096,64,4,128,1,float16,float16,0,52.167338053385414
