framework,version,device,op_name,kernel_source,moe_dtype,num_tokens,hidden_size,inter_size,topk,num_experts,moe_tp_size,moe_ep_size,distribution,latency
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,192,7168,2048,8,256,1,1,power_law_1.2,12.1390283203125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,256,7168,2048,8,256,1,1,power_law_1.2,13.52773681640625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,384,7168,2048,8,256,1,1,power_law_1.2,17.796383056640625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,320,7168,2048,8,256,1,1,power_law_1.2,17.26496826171875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,512,7168,2048,8,256,1,1,power_law_1.2,18.641080322265626
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,768,7168,2048,8,256,1,1,power_law_1.2,20.278046875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1024,7168,2048,8,256,1,1,power_law_1.2,21.5944189453125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,16384,7168,2048,8,256,1,1,power_law_1.01,101.511416015625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1536,7168,2048,8,256,1,1,power_law_1.2,23.994716796875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,2048,7168,2048,8,256,1,1,power_law_1.2,25.293720703125
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,3072,7168,2048,8,256,1,1,power_law_1.2,30.147951660156252
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,20480,6144,16384,2,8,1,1,power_law_1.2,307.56357421875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,4096,7168,2048,8,256,1,1,power_law_1.2,35.481640625
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,1,2048,768,8,128,1,1,power_law_1.01,0.07675903797149658
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,2,2048,768,8,128,1,1,power_law_1.01,0.09682944297790527
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,6144,7168,2048,8,256,1,1,power_law_1.2,47.83685546875
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,8,2048,768,8,128,1,1,power_law_1.01,0.26173440933227543
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,20480,7168,2048,8,256,1,1,power_law_1.01,136.24012695312499
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,32,2048,768,8,128,1,1,power_law_1.01,0.5770444869995117
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,48,2048,768,8,128,1,1,power_law_1.01,0.7006617736816406
SGLang,0.5.8,NVIDIA A100-SXM4-80GB,moe,sglang_fused_moe_triton,float16,64,2048,768,8,128,1,1,power_law_1.01,0.6627532958984375
